API Well Number,Year,Operator,OIL (Bbls),GAS (Mcf),WATER (Bbls),Months in Production,Well Type
31013179630000,1986,Berea Oil & Gas Corp.,0.0,25182.0,0.0,12.0,Not Listed
31013179630000,1987,Berea Oil & Gas Corp.,0.0,12326.0,30.0,12.0,Not Listed
31013179630000,1988,Berea Oil & Gas Corp.,0.0,9479.0,25.0,12.0,GD
31013179630000,1989,Berea Oil & Gas Corp.,0.0,5165.0,5.0,12.0,GD
31013179630000,1990,Berea Oil & Gas Corp.,0.0,4980.0,55.0,12.0,GD
31013179630000,1991,Berea Oil & Gas Corp.,0.0,2813.0,0.0,12.0,GD
31013179630000,1992,"Oil, Gas & Land Services, Inc.",0.0,3221.0,0.0,11.0,GD
31013179630000,1993,"Oil, Gas & Land Services, Inc.",0.0,2440.0,0.0,12.0,GD
31013179630000,1994,"Oil, Gas & Land Services, Inc.",0.0,2165.0,0.0,11.0,GD
31013179630000,1995,"Oil, Gas & Land Services, Inc.",0.0,2468.0,0.0,9.0,GD
31013179630000,1996,"Oil, Gas & Land Services, Inc.",0.0,3171.0,50.0,12.0,GD
31013179630000,1997,"Oil, Gas & Land Services, Inc.",0.0,3002.0,50.0,9.0,GD
31013179630000,1998,"REI-NY, LLC",0.0,3717.0,50.0,12.0,GD
31013179630000,1999,"REI-NY, LLC",0.0,8020.0,0.0,12.0,GD
31013179630000,2001,"REI-NY, LLC",0.0,610.0,0.0,12.0,Gas Development
31013179630000,2002,"Stedman Energy, Inc.",0.0,1750.0,0.0,2.0,Gas Development
31013179630000,2003,"Stedman Energy, Inc.",,7508.0,70.0,12.0,Gas Development
31013179630000,2004,"Stedman Energy, Inc.",,4535.0,50.0,12.0,Gas Development
31013179630000,2005,"Stedman Energy, Inc.",,3839.0,50.0,12.0,Gas Development
31013179630000,2006,"Stedman Energy, Inc.",,2993.0,150.0,12.0,Gas Development
31013179630000,2007,"Stedman Energy, Inc.",,2946.0,50.0,12.0,Gas Development
31013179630000,2008,"Stedman Energy, Inc.",,2290.0,50.0,12.0,Gas Development
31013179630000,2009,"Stedman Energy, Inc.",0.0,1558.0,0.0,7.0,Gas Development
31013179630000,2010,"Stedman Energy, Inc.",0.0,2566.0,0.0,12.0,Gas Development
31013179630000,2011,"Stedman Energy, Inc.",0.0,2187.0,0.0,12.0,Gas Development
31013179630000,2012,"Stedman Energy, Inc.",0.0,1431.0,0.0,12.0,Gas Development
31013179630000,2013,"Stedman Energy, Inc.",0.0,1136.0,0.0,12.0,Gas Development
31013179630000,2014,"Stedman Energy, Inc.",0.0,1621.0,0.0,10.0,Gas Development
31013179630000,2015,"Stedman Energy, Inc.",0.0,1246.0,0.0,12.0,Gas Development
31013179630000,2016,"Stedman Energy, Inc.",0.0,415.0,0.0,6.0,Gas Development
31013179630000,2017,"Stedman Energy, Inc.",0.0,1181.0,0.0,12.0,Gas Development
31013179630000,2018,"Stedman Energy, Inc.",0.0,174.0,0.0,4.0,Gas Development
31013179630000,2019,"Stedman Energy, Inc.",0.0,176.0,0.0,1.0,Gas Development
31013179660000,1986,"Warner Bros Well Drilling, Inc",0.0,227.0,0.0,0.0,Not Listed
31013179660000,1987,"Warner Bros Well Drilling, Inc",0.0,300.0,0.0,12.0,Not Listed
31013179660000,1988,C.J. Gas,0.0,234.0,0.0,12.0,GD
31013179660000,1989,C.J. Gas,0.0,200.0,0.0,12.0,GD
31013179660000,1990,C.J. Gas,0.0,200.0,0.0,12.0,GD
31013179660000,1991,C.J. Gas,0.0,200.0,0.0,12.0,GD
31013179660000,1992,L. W. Resources,0.0,200.0,0.0,12.0,GD
31013179660000,1993,L. W. Resources,0.0,200.0,0.0,12.0,GD
31013179660000,1994,L. W. Resources,0.0,200.0,0.0,12.0,GD
31013179660000,1995,L. W. Resources,0.0,200.0,0.0,12.0,GD
31013179660000,1996,L. W. Resources,0.0,200.0,0.0,12.0,GD
31013179660000,1997,L. W. Resources,0.0,200.0,0.0,12.0,GD
31013179660000,1998,L. W. Resources,0.0,200.0,0.0,12.0,GD
31013179660000,1999,L. W. Resources,0.0,200.0,0.0,12.0,GD
31013179660000,2000,L. W. Resources,,200.0,,12.0,Gas Development
31013179660000,2001,L. W. Resources,0.0,200.0,0.0,12.0,Gas Development
31013179660000,2002,L. W. Resources,0.0,200.0,0.0,12.0,Gas Development
31013179660000,2003,L. W. Resources,,200.0,,0.0,Gas Development
31013179660000,2004,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2005,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2006,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2007,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2008,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2009,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2010,"Chautauqua Energy, Inc.",0.0,200.0,0.0,1.0,Gas Development
31013179660000,2011,"Chautauqua Energy, Inc.",,200.0,0.0,1.0,Gas Development
31013179660000,2012,"Chautauqua Energy, Inc.",0.0,200.0,0.0,12.0,Gas Development
31013179660000,2013,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2014,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2015,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2016,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2017,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2018,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179660000,2019,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179680000,1988,C.J. Gas,0.0,0.0,0.0,0.0,GD
31013179680000,1989,C.J. Gas,0.0,0.0,0.0,0.0,GD
31013179680000,1990,C.J. Gas,0.0,0.0,0.0,0.0,GD
31013179680000,1991,C.J. Gas,0.0,0.0,0.0,0.0,GD
31013179680000,1992,L. W. Resources,0.0,0.0,0.0,0.0,GD
31013179680000,1993,L. W. Resources,0.0,0.0,0.0,0.0,GD
31013179680000,1994,L. W. Resources,0.0,0.0,0.0,0.0,GD
31013179680000,1995,L. W. Resources,0.0,0.0,0.0,0.0,GD
31013179680000,1996,L. W. Resources,0.0,0.0,0.0,0.0,GD
31013179680000,1997,L. W. Resources,0.0,0.0,0.0,0.0,GD
31013179680000,1998,L. W. Resources,0.0,0.0,0.0,0.0,GD
31013179680000,1999,L. W. Resources,0.0,0.0,0.0,0.0,GD
31013179680000,2000,L. W. Resources,,0.0,,0.0,Gas Development
31013179680000,2001,L. W. Resources,0.0,0.0,0.0,0.0,Gas Development
31013179680000,2002,L. W. Resources,0.0,0.0,0.0,0.0,Gas Development
31013179680000,2003,L. W. Resources,,0.0,,0.0,Gas Development
31013179680000,2004,"Chautauqua Energy, Inc.",,,,,Gas Development
31013179680000,2005,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179680000,2006,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179680000,2007,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179680000,2008,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179680000,2009,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179680000,2010,"Chautauqua Energy, Inc.",0.0,200.0,0.0,1.0,Gas Development
31013179680000,2011,"Chautauqua Energy, Inc.",,200.0,0.0,1.0,Gas Development
31013179680000,2012,"Chautauqua Energy, Inc.",0.0,200.0,0.0,12.0,Gas Development
31013179680000,2013,"Chautauqua Energy, Inc.",0.0,200.0,0.0,12.0,Gas Development
31013179680000,2014,"Chautauqua Energy, Inc.",0.0,200.0,0.0,12.0,Gas Development
31013179680000,2015,"Chautauqua Energy, Inc.",0.0,200.0,0.0,12.0,Gas Development
31013179680000,2016,"Chautauqua Energy, Inc.",0.0,200.0,0.0,12.0,Gas Development
31013179680000,2017,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179680000,2018,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179680000,2019,"Chautauqua Energy, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179690000,1986,"Bounty Holdings, Incorporated",0.0,81019.0,0.0,12.0,Not Listed
31013179690000,1987,"Bounty Holdings, Incorporated",0.0,73259.0,100.0,12.0,Not Listed
31013179690000,1988,"Bounty Holdings, Incorporated",0.0,60991.0,120.0,12.0,GD
31013179690000,1989,"Bounty Holdings, Incorporated",0.0,30795.0,36.0,12.0,GD
31013179690000,1990,"Bounty Group, Inc.",0.0,14090.0,285.0,12.0,GD
31013179690000,1991,"Bounty Group, Inc.",0.0,6002.0,290.0,12.0,GD
31013179690000,1992,"Bounty Group, Inc.",0.0,1341.0,100.0,12.0,GD
31013179690000,1993,"Nornew, Inc.",0.0,5084.0,200.0,12.0,GD
31013179690000,1994,"Bounty Holdings, Incorporated",0.0,2021.0,3.0,12.0,GD
31013179690000,1995,"Bounty Holdings, Incorporated",0.0,1150.0,5.0,12.0,GD
31013179690000,1996,"Bounty Holdings, Incorporated",0.0,885.0,12.0,12.0,GD
31013179690000,1997,"Bounty Holdings, Incorporated",0.0,0.0,0.0,0.0,GD
31013179690000,1998,"Nornew, Inc.",0.0,882.0,0.0,8.0,Not Listed
31013179690000,1999,"Nornew, Inc.",0.0,499.0,0.0,4.0,GD
31013179690000,2000,"Nornew, Inc.",,1920.0,0.0,9.0,Gas Development
31013179690000,2001,"Nornew, Inc.",,1526.0,0.0,12.0,Gas Development
31013179690000,2002,"Nornew, Inc.",,1838.0,0.0,12.0,Gas Development
31013179690000,2003,"Nornew, Inc.",0.0,2129.0,0.0,12.0,Gas Development
31013179690000,2004,"Nornew, Inc.",0.0,2613.0,0.0,12.0,Gas Development
31013179690000,2005,"Nornew, Inc.",,2070.0,0.0,12.0,Gas Development
31013179690000,2006,"Nornew, Inc.",,1824.0,0.0,12.0,Gas Development
31013179690000,2007,"Nornew, Inc.",0.0,1162.0,10.0,12.0,Gas Development
31013179690000,2008,"Nornew, Inc.",,971.0,0.0,12.0,Gas Development
31013179690000,2009,"Nornew, Inc.",0.0,0.0,0.0,0.0,Gas Development
31013179690000,2010,"EnerVest Operating, LLC",0.0,770.0,0.0,12.0,Gas Development
31013179690000,2011,"EnerVest Operating, LLC",,703.0,0.0,12.0,Gas Development
31013179690000,2012,"EnerVest Operating, LLC",0.0,670.0,0.0,12.0,Gas Development
31013179690000,2013,"EnerVest Operating, LLC",0.0,617.0,0.0,12.0,Gas Development
31013179690000,2014,"EnerVest Operating, LLC",0.0,509.92,0.0,12.0,Gas Development
31013179690000,2015,"EnerVest Operating, LLC",0.0,441.0,0.0,12.0,Gas Development
31013179690000,2016,"EnerVest Operating, LLC",0.0,535.0,0.0,12.0,Gas Development
31013179690000,2017,"EnerVest Operating, LLC",0.0,192.0,0.0,12.0,Gas Development
31013179690000,2018,PPP Future Development Inc.,0.0,695.0,0.0,12.0,Gas Development
31013179690000,2019,PPP Future Development Inc.,0.0,498.0,0.0,12.0,Gas Development
31013179700000,1986,"Bounty Holdings, Incorporated",0.0,28691.0,0.0,12.0,Not Listed
31013179700000,1987,"Bounty Holdings, Incorporated",0.0,16393.0,200.0,12.0,Not Listed
31013179700000,1988,"Bounty Holdings, Incorporated",0.0,29854.0,175.0,10.0,GD
31013179700000,1989,"Bounty Holdings, Incorporated",0.0,29037.0,18.0,12.0,GD
31013179700000,1990,"Bounty Group, Inc.",0.0,23783.0,90.0,0.0,GD
31013179700000,1991,"Bounty Group, Inc.",0.0,2191.0,45.0,0.0,GD
31013179700000,1992,"Stedman Energy, Inc.",0.0,12393.0,80.0,12.0,GD
31013179700000,1993,"Stedman Energy, Inc.",0.0,8979.0,128.0,12.0,GD
31013179700000,1994,"Stedman Energy, Inc.",0.0,4102.0,45.0,8.0,GD
31013179700000,1995,"Stedman Energy, Inc.",0.0,4930.0,40.0,10.0,GD
31013179700000,1996,"Stedman Energy, Inc.",0.0,9437.0,100.0,12.0,GD
31013179700000,1997,"Stedman Energy, Inc.",0.0,6925.0,0.0,12.0,GD
31013179700000,1998,"Stedman Energy, Inc.",0.0,3569.0,35.0,11.0,GD
31013179700000,1999,"Stedman Energy, Inc.",0.0,1626.0,30.0,12.0,GD
31013179700000,2000,"Stedman Energy, Inc.",,1349.0,,12.0,Gas Development
31013179700000,2001,"Stedman Energy, Inc.",0.0,807.0,0.0,12.0,Gas Development
31013179700000,2002,"Stedman Energy, Inc.",0.0,568.0,0.0,11.0,Gas Development
31013179700000,2003,"Stedman Energy, Inc.",,223.0,,12.0,Gas Development
31013179700000,2004,"Stedman Energy, Inc.",,232.0,,12.0,Gas Development
31013179700000,2005,"Stedman Energy, Inc.",,289.0,0.0,11.0,Gas Development
31013179700000,2006,"Stedman Energy, Inc.",,137.0,0.0,3.0,Gas Development
31013179700000,2007,"Stedman Energy, Inc.",,152.0,0.0,12.0,Gas Development
31013179700000,2008,"Stedman Energy, Inc.",,137.0,0.0,12.0,Gas Development
31013179700000,2009,"Stedman Energy, Inc.",0.0,73.0,0.0,12.0,Gas Development
31013179700000,2010,"Stedman Energy, Inc.",0.0,50.0,0.0,3.0,Gas Development
31013179700000,2011,"Stedman Energy, Inc.",0.0,22.0,0.0,12.0,Gas Development
31013179700000,2012,"Stedman Energy, Inc.",0.0,3.0,0.0,1.0,Gas Development
31013179700000,2013,"Stedman Energy, Inc.",0.0,192.0,0.0,12.0,Gas Development
31013179700000,2014,"Stedman Energy, Inc.",0.0,132.0,0.0,12.0,Gas Development
31013179700000,2015,"Stedman Energy, Inc.",0.0,161.0,0.0,2.0,Gas Development
31013179700000,2016,"Stedman Energy, Inc.",0.0,7.0,0.0,1.0,Gas Development
31013179700000,2017,"Stedman Energy, Inc.",0.0,1.0,0.0,12.0,Gas Development
31013179700000,2018,"Stedman Energy, Inc.",0.0,53.0,0.0,6.0,Gas Development
31013179700000,2019,"Stedman Energy, Inc.",0.0,46.0,0.0,4.0,Gas Development
31013179800000,1986,U. S. Energy Development Corporation,0.0,4139.0,2.0,7.0,Not Listed
31013179800000,1987,U. S. Energy Development Corporation,0.0,3604.0,20.0,8.0,Not Listed
31013179800000,1988,U. S. Energy Development Corporation,0.0,3188.0,87.0,5.0,GD
31013179800000,1989,U. S. Energy Development Corporation,0.0,1487.0,0.0,2.0,GD
31013179800000,1990,U. S. Energy Development Corporation,0.0,7039.0,225.0,9.0,GD
31013179800000,1991,U. S. Energy Development Corporation,0.0,4428.0,48.0,12.0,GD
31013179800000,1992,U. S. Energy Development Corporation,0.0,4435.0,73.0,12.0,GD
31013179800000,1993,U. S. Energy Development Corporation,0.0,2099.0,38.0,7.0,GD
31013179800000,1994,U. S. Energy Development Corporation,0.0,3247.0,65.0,10.0,GD
31013179800000,1995,Belden & Blake Corporation,0.0,2317.0,0.0,7.0,GD
31013179800000,1996,Belden & Blake Corporation,0.0,2270.0,0.0,12.0,Not Listed
31013179800000,1997,Belden & Blake Corporation,0.0,2049.0,0.0,12.0,GD
31013179800000,1998,Belden & Blake Corporation,0.0,2146.0,0.0,12.0,GD
31013179800000,1999,Belden & Blake Corporation,0.0,1461.0,0.0,11.0,GD
31013179800000,2000,Belden & Blake Corporation,0.0,1644.0,0.0,9.0,Gas Development
31013179800000,2001,Belden & Blake Corporation,0.0,2188.0,0.0,12.0,Gas Development
31013179800000,2002,Belden & Blake Corporation,0.0,1724.28,0.0,12.0,Gas Development
31013179800000,2003,Great Lakes Energy Partners,0.0,1692.0,40.0,12.0,Gas Development
31013179800000,2004,Great Lakes Energy Partners,0.0,741.0,0.0,7.0,Gas Development
31013179800000,2005,Great Lakes Energy Partners,0.0,1392.0,0.0,11.0,Gas Development
31013179800000,2006,Great Lakes Energy Partners,0.0,859.0,0.0,12.0,Gas Development
31013179800000,2007,Great Lakes Energy Partners,0.0,800.0,45.0,12.0,Gas Development
31013179800000,2008,"Range Resources-Appalachia, LLC",0.0,1779.0,0.0,12.0,Gas Development
31013179800000,2009,"Range Resources-Appalachia, LLC",0.0,701.0,0.0,12.0,Gas Development
31013179800000,2010,Empire Energy E&P LLC,,822.0,0.0,12.0,Gas Development
31013179800000,2011,Empire Energy E&P LLC,,697.0,0.0,12.0,Gas Development
31013179800000,2012,Empire Energy E&P LLC,,852.0,22.0,12.0,Gas Development
31013179800000,2013,Empire Energy E&P LLC,0.0,1262.0,88.0,12.0,Gas Development
31013179800000,2014,Empire Energy E&P LLC,0.0,767.0,46.0,6.0,Gas Development
31013179800000,2015,Empire Energy E&P LLC,0.0,284.0,0.0,12.0,Gas Development
31013179800000,2016,Empire Energy E&P LLC,0.0,770.0,0.0,12.0,Gas Development
31013179800000,2017,Empire Energy E&P LLC,0.0,178.0,0.0,12.0,Gas Development
31013179800000,2018,Empire Energy E&P LLC,0.0,204.0,0.0,12.0,Gas Development
31013179800000,2019,Empire Energy E&P LLC,0.0,351.0,0.0,12.0,Gas Development
31013179810000,1986,U. S. Energy Development Corporation,0.0,3483.0,2.0,7.0,Not Listed
31013179810000,1987,U. S. Energy Development Corporation,0.0,1780.0,38.0,8.0,Not Listed
31013179810000,1988,U. S. Energy Development Corporation,0.0,1370.0,109.0,5.0,GD
31013179810000,1989,U. S. Energy Development Corporation,0.0,470.0,4.0,1.0,GD
31013179810000,1990,U. S. Energy Development Corporation,0.0,2108.0,115.0,9.0,GD
31013179810000,1991,U. S. Energy Development Corporation,0.0,1586.0,57.0,11.0,GD
31013179810000,1992,U. S. Energy Development Corporation,0.0,1479.0,21.0,12.0,GD
31013179810000,1993,U. S. Energy Development Corporation,0.0,255.0,2.0,5.0,GD
31013179810000,1994,U. S. Energy Development Corporation,0.0,616.0,2.0,10.0,GD
31013179810000,1995,Belden & Blake Corporation,0.0,704.0,0.0,7.0,GD
31013179810000,1996,Belden & Blake Corporation,0.0,1245.0,0.0,12.0,Not Listed
31013179810000,1997,Belden & Blake Corporation,0.0,1701.0,0.0,12.0,GD
31013179810000,1998,Belden & Blake Corporation,0.0,1455.0,0.0,11.0,GD
31013179810000,1999,Belden & Blake Corporation,0.0,549.0,0.0,10.0,GD
31013179810000,2000,Belden & Blake Corporation,0.0,288.0,0.0,8.0,Gas Development
31013179810000,2001,Belden & Blake Corporation,0.0,510.0,0.0,12.0,Gas Development
31013179810000,2002,Belden & Blake Corporation,0.0,357.72,0.0,9.0,Gas Development
31013179810000,2003,Great Lakes Energy Partners,0.0,152.0,0.0,5.0,Gas Development
31013179810000,2004,Great Lakes Energy Partners,0.0,56.0,0.0,3.0,Gas Development
31013179810000,2005,Great Lakes Energy Partners,0.0,33.0,0.0,12.0,Gas Development
31013179810000,2006,Great Lakes Energy Partners,0.0,476.0,0.0,10.0,Gas Development
31013179810000,2007,Great Lakes Energy Partners,0.0,605.0,0.0,8.0,Gas Development
31013179810000,2008,"Range Resources-Appalachia, LLC",0.0,991.0,0.0,12.0,Gas Development
31013179810000,2009,"Range Resources-Appalachia, LLC",0.0,431.0,0.0,10.0,Gas Development
31013179810000,2010,Empire Energy E&P LLC,,584.0,0.0,12.0,Gas Development
31013179810000,2011,Empire Energy E&P LLC,,278.0,0.0,12.0,Gas Development
31013179810000,2012,Empire Energy E&P LLC,,388.0,30.0,12.0,Gas Development
31013179810000,2013,Empire Energy E&P LLC,0.0,496.0,49.0,12.0,Gas Development
31013179810000,2014,Empire Energy E&P LLC,0.0,295.0,23.0,6.0,Gas Development
31013179810000,2015,Empire Energy E&P LLC,0.0,144.0,11.0,2.0,Gas Development
31013179810000,2016,Empire Energy E&P LLC,0.0,612.0,0.0,9.0,Gas Development
31013179810000,2017,Empire Energy E&P LLC,0.0,0.0,0.0,0.0,Gas Development
31013179810000,2018,Empire Energy E&P LLC,0.0,0.0,0.0,0.0,Gas Development
31013179810000,2019,Empire Energy E&P LLC,0.0,38.0,0.0,2.0,Gas Development
31013179850000,1985,"Templeton Energy, Inc.",0.0,0.0,0.0,0.0,GD
31013179850000,1986,"Templeton Energy, Inc.",0.0,1533.0,14.0,12.0,Not Listed
31013179850000,1987,"Templeton Energy, Inc.",0.0,825.0,0.0,12.0,Not Listed
31013179850000,1988,TGX Corp.,0.0,666.0,0.0,11.0,GD
31013179850000,1989,TGX Corp.,0.0,601.0,0.0,12.0,GD
31013179850000,1990,TGX Corp.,0.0,223.0,0.0,12.0,GD
31013179850000,1991,TGX Corp.,0.0,857.0,0.0,12.0,GD
31013179850000,1992,TGX Corp.,0.0,1026.0,0.0,12.0,GD
31013179850000,1993,TGX Corp.,0.0,941.0,0.0,11.0,GD
31013179850000,1994,Belden & Blake Corporation,0.0,760.0,64.0,12.0,GD
31013179850000,1995,Belden & Blake Corporation,0.0,2554.0,205.0,12.0,GD
31013179850000,1996,Belden & Blake Corporation,0.0,1440.0,53.0,12.0,Not Listed
31013179850000,1997,Belden & Blake Corporation,0.0,1013.0,19.0,12.0,GD
31013179850000,1998,Belden & Blake Corporation,0.0,1215.0,23.0,12.0,GD
31013179850000,1999,Belden & Blake Corporation,0.0,536.0,2.0,12.0,GD
31013179850000,2001,Belden & Blake Corporation,0.0,778.0,4.0,12.0,Gas Development
31013179850000,2002,"Lenape Resources, Inc.",0.0,236.0,0.0,2.0,Gas Development
31013179850000,2003,"Lenape Resources, Inc.",0.0,1437.0,230.0,12.0,Gas Development
31013179850000,2004,"Lenape Resources, Inc.",0.0,2262.0,130.0,12.0,Gas Development
31013179850000,2005,"Lenape Resources, Inc.",0.0,1558.0,50.0,12.0,Gas Development
31013179850000,2006,"Lenape Resources, Inc.",0.0,1393.0,100.0,12.0,Gas Development
31013179850000,2007,"Lenape Resources, Inc.",0.0,1475.0,29.0,12.0,Gas Development
31013179850000,2008,"Lenape Resources, Inc.",0.0,1305.0,38.0,11.0,Gas Development
31013179850000,2009,"Lenape Resources, Inc.",0.0,558.0,75.0,12.0,Gas Development
31013179850000,2010,Lion Energy Company LLC,0.0,1157.0,113.0,12.0,Gas Development
31013179850000,2011,Lion Energy Company LLC,0.0,1131.0,50.0,12.0,Gas Development
31013179850000,2012,Lion Energy Company LLC,0.0,852.0,8.0,12.0,Gas Development
31013179850000,2013,Empire Energy E&P LLC,0.0,1054.0,0.0,12.0,Gas Development
31013179850000,2014,Empire Energy E&P LLC,0.0,237.0,20.0,6.0,Gas Development
31013179850000,2015,Empire Energy E&P LLC,0.0,390.0,2.0,9.0,Gas Development
31013179850000,2016,Empire Energy E&P LLC,0.0,545.0,30.0,11.0,Gas Development
31013179850000,2017,Empire Energy E&P LLC,0.0,310.0,12.0,6.0,Gas Development
31013179850000,2018,Empire Energy E&P LLC,0.0,353.0,0.0,4.0,Gas Development
31013179850000,2019,Empire Energy E&P LLC,0.0,807.0,0.0,12.0,Gas Development
31013179860000,1986,"Chautauqua Energy, Inc.",0.0,12932.0,0.0,10.0,Not Listed
31013179860000,1987,"Chautauqua Energy, Inc.",0.0,11549.0,0.0,12.0,Not Listed
31013179860000,1988,"Chautauqua Energy, Inc.",0.0,7286.0,0.0,12.0,GD
31013179860000,1989,"Chautauqua Energy, Inc.",0.0,7704.0,0.0,12.0,GD
31013179860000,1990,"Chautauqua Energy, Inc.",0.0,5836.0,0.0,12.0,GD
31013179860000,1991,"Chautauqua Energy, Inc.",0.0,4433.0,0.0,9.0,GD
31013179860000,1992,"Chautauqua Energy, Inc.",0.0,5423.0,0.0,12.0,GD
31013179860000,1993,"Chautauqua Energy, Inc.",0.0,4176.0,0.0,12.0,GD
31013179860000,1994,"Chautauqua Energy, Inc.",0.0,3897.0,0.0,12.0,GD
31013179860000,1995,"Chautauqua Energy, Inc.",0.0,3604.0,0.0,12.0,GD
31013179860000,1996,"Chautauqua Energy, Inc.",0.0,3049.0,0.0,12.0,GD
31013179860000,1997,"Chautauqua Energy, Inc.",0.0,2622.0,0.0,12.0,GD
31013179860000,1998,"Chautauqua Energy, Inc.",0.0,2829.0,0.0,12.0,GD
31013179860000,1999,"Chautauqua Energy, Inc.",0.0,2395.0,0.0,12.0,GD
31013179860000,2000,"Chautauqua Energy, Inc.",,2267.0,,12.0,Gas Development
31013179860000,2001,"Chautauqua Energy, Inc.",0.0,2425.0,0.0,12.0,Gas Development
31013179860000,2002,"Chautauqua Energy, Inc.",,2506.0,15.0,12.0,Gas Development
31013179860000,2003,"Chautauqua Energy, Inc.",0.0,2109.0,0.0,12.0,Gas Development
31013179860000,2004,"Chautauqua Energy, Inc.",0.0,1627.0,0.0,12.0,Gas Development
31013179860000,2005,"Chautauqua Energy, Inc.",0.0,1916.0,0.0,12.0,Gas Development
31013179860000,2006,"Chautauqua Energy, Inc.",0.0,1552.0,0.0,12.0,Gas Development
31013179860000,2007,"Chautauqua Energy, Inc.",0.0,1133.0,0.0,11.0,Gas Development
31013179860000,2008,"Chautauqua Energy, Inc.",0.0,1484.0,0.0,12.0,Gas Development
31013179860000,2009,"Chautauqua Energy, Inc.",0.0,1528.0,0.0,12.0,Gas Development
31013179860000,2010,"Chautauqua Energy, Inc.",0.0,1200.0,0.0,12.0,Gas Development
31013179860000,2011,"Chautauqua Energy, Inc.",,1398.0,0.0,12.0,Gas Development
31013179860000,2012,"Chautauqua Energy, Inc.",0.0,1393.0,0.0,12.0,Gas Development
31013179860000,2013,"Chautauqua Energy, Inc.",0.0,1356.0,20.0,12.0,Gas Development
31013179860000,2014,"Chautauqua Energy, Inc.",0.0,1302.0,0.0,12.0,Gas Development
31013179860000,2015,"Chautauqua Energy, Inc.",0.0,1066.0,0.0,12.0,Gas Development
31013179860000,2016,"Chautauqua Energy, Inc.",0.0,825.0,0.0,12.0,Gas Development
31013179860000,2017,"Chautauqua Energy, Inc.",0.0,473.0,0.0,12.0,Gas Development
31013179860000,2018,"Chautauqua Energy, Inc.",0.0,855.0,0.0,12.0,Gas Development
31013179860000,2019,"Chautauqua Energy, Inc.",0.0,574.0,0.0,12.0,Gas Development
31013179870000,1986,"Bounty Holdings, Incorporated",0.0,3779.0,0.0,12.0,Not Listed
31013179870000,1987,"Bounty Holdings, Incorporated",0.0,3045.0,100.0,12.0,Not Listed
31013179870000,1988,"Bounty Holdings, Incorporated",0.0,3016.0,100.0,12.0,GD
31013179870000,1989,"Bounty Holdings, Incorporated",0.0,2999.0,14.0,12.0,GD
31013179870000,1990,"Bounty Group, Inc.",0.0,4143.0,50.0,12.0,GD
31013179870000,1991,"Bounty Group, Inc.",0.0,2330.0,145.0,12.0,GD
31013179870000,1992,"Bounty Group, Inc.",0.0,1808.0,150.0,12.0,GD
31013179870000,1993,"Nornew, Inc.",0.0,1436.0,51.0,12.0,GD
31013179870000,1994,"Nornew, Inc.",0.0,1201.0,1.0,9.0,GD
31013179870000,1995,"Nornew, Inc.",0.0,1672.0,0.0,10.0,GD
31013179870000,1996,"Nornew, Inc.",0.0,679.0,0.0,12.0,GD
31013179870000,1997,"Nornew, Inc.",0.0,621.0,0.0,2.0,GD
31013179870000,1998,"Nornew, Inc.",0.0,621.0,0.0,4.0,GD
31013179870000,1999,"Nornew, Inc.",0.0,1031.0,1.0,5.0,GD
31013179870000,2000,"Nornew, Inc.",,1323.98,0.0,6.0,Gas Development
31013179870000,2001,"Nornew, Inc.",,2068.0,0.0,12.0,Gas Development
31013179870000,2002,"Nornew, Inc.",,2161.0,0.0,12.0,Gas Development
31013179870000,2003,"Nornew, Inc.",0.0,1763.0,0.0,12.0,Gas Development
31013179870000,2004,"Nornew, Inc.",0.0,2149.0,0.0,12.0,Gas Development
